mat_id, formula,Weyl Point?
 mp-7770, SrZn2As2,N
 mp-7771, Cd2SrAs2,N
 mp-8150, BaCd2Sb2,N
 mp-8152, CeLi2As2,N
 mp-8219, Cu2ZrP2,N
 mp-9581, Cu2ThP2,N
 mp-973, U2N3,N
 mp-1029258, CaZn2N2,N
 mp-1029330, Hf2N2Se,N
 mp-1029385, Li2SnN2,N
 mp-10435, Al2YSi2,N
 mp-10521, Al2YGe2,N
 mp-10580, Al2LaGe2,N
 mp-1069558, Ce2N2Se,N
 mp-1069695, Bi2Mg2Sr,N
 mp-3862, Al2CaGe2,N
 mp-6931, Al2SrSi2,N
 mp-7067, CaCd2As2,N
 mp-7101, Al2CeGe2,N
 mp-8281, BaCd2As2,N
 mp-10250, BaLiF3,N
 mp-10314, YbZn2As2,N
 mp-10408, K4C2N4,N
 mp-10550, Mg2SrN2,N
 mp-10733, Sm2O3,N
 mp-10918, PdRb2C2,N
 mp-10919, PtRb2C2,N
 mp-10933, Nd2S2Te,N
 mp-10996, Mg2YbSb2,N
 mp-11917, Be2MgN2,N
 mp-12668, Tb2O2S,N
 mp-12669, Dy2O2S,N
 mp-12670, Ho2O2S,N
 mp-12671, Er2O2S,N
 mp-12673, Lu2O2S,N
 mp-12894, Y2O2S,N
 mp-13971, Nd2O2Se,N
 mp-13972, Sm2O2Se,N
 mp-13974, Ho2O2Se,N
 mp-13975, Er2O2Se,N
 mp-16032, Pr4O4Te2,N
 mp-16033, Sm4O4Te2,N
 mp-16036, Tb4O4Te2,N
 mp-1968, La2O3,N
 mp-20459, PbTiO3,N
 mp-2063, Pr2O3,N
 mp-22313, Na4Pt2O4,N
 mp-23737, KMgH3,N
 mp-23818, BaLiH3,N
 mp-23949, CaRbH3,N
 mp-2706, Sn2F8,N
 mp-2763, Nd2O3,N
 mp-28171, K3IO,N
 mp-28479, Sc2CCl2,N
 mp-28593, Li3BrO,N
 mp-29798, Tl3Br3O9,N
 mp-31406, Bi6Se6Te3,N
 mp-3211, Nd2O2S,N
 mp-3216, Li2ZrN2,N
 mp-3236, Pr2O2S,N
 mp-341, Pb2F8,N
 mp-3448, KMgF3,N
 mp-3556, Tm2O2S,N
 mp-3614, KTaO3,N
 mp-4255, Ba2Cu4S4,N
 mp-4511, La2O2S,N
 mp-4547, La4O4Te2,N
 mp-4764, Pr2O2Se,N
 mp-4823, Na2PdC2,N
 mp-4961, Hg2Na4O4,N
 mp-505825, Cs2PtC2,N
 mp-5072, Hg2Rb4O4,N
 mp-540584, K4Pd2O4,N
 mp-5459, Nd4O4Te2,N
 mp-553875, Zr2N2S,N
 mp-5598, Sm2O2S,N
 mp-568544, CdCsCl3,N
 mp-570223, CsBr3Ge,N
 mp-5795, CaMg2N2,N
 mp-5860, Hg2K4O4,N
 mp-5878, KZnF3,N
 mp-637213, La6Ge3I6,N
 mp-644203, CaCsH3,N
 mp-7104, CaCsF3,N
 mp-7232, Cs4Hg2O4,N
 mp-7233, La2O2Se,N
 mp-7523, Th4N4Te2,N
 mp-752658, Y2O2Se,N
 mp-753920, Tm2O2Se,N
 mp-754827, Tm2O2Te,N
 mp-754834, Er2O2Te,N
 mp-755340, Tb2O2Se,N
 mp-7608, Li4Pd2O4,N
 mp-768908, Ho2O2Te,N
 mp-769284, Dy2O2Se,N
 mp-7768, Th2N2Se,N
 mp-7769, Th2N2S,N
 mp-7891, Mg3As2,N
 mp-7928, K4Pt2S4,N
 mp-7929, Pt2Rb4S4,N
 mp-8181, CeLi2N2,N
 mp-8276, SrZn2P2,N
 mp-8277, Cd2SrP2,N
 mp-8278, BaMg2P2,N
 mp-8279, BaCd2P2,N
 mp-8280, BaMg2As2,N
 mp-8399, CdCsF3,N
 mp-8402, MgRbF3,N
 mp-8579, Ag2BaS2,N
 mp-8621, K4Pt2Se4,N
 mp-8622, Pt2Rb4Se4,N
 mp-862832, PaTlO3,N
 mp-865185, Be2MgAs2,N
 mp-867194, Mg2SrAs2,N
 mp-8818, Ca4Zn2N4,N
 mp-9006, Ho2CF2,N
 mp-9306, Sr4Zn2N4,N
 mp-9307, Ba4Zn2N4,N
 mp-9514, Al2MgC2,N
 mp-9564, CaMg2As2,N
 mp-9565, CaMg2Sb2,N
 mp-9566, Mg2SrSb2,N
 mp-9567, BaMg2Sb2,N
 mp-9569, CaZn2P2,N
 mp-9570, CaCd2P2,N
 mp-9582, YbZn2P2,N
 mp-9610, Li4C2N4,N
 mp-976876, K2PtC2,N
 mp-985586, Na3BrO,N
 mp-9912, CeLi2P2,N
 mp-11719, K12Zn3P6,N
 mp-13038, Dy2CN2O2,N
 mp-13039, Tm2CN2O2,N
 mp-1591, Al12C9,N
 mp-20374, Ho2CN2O2,N
 mp-22934, K2PtCl4,N
 mp-22937, Na8I4O2,N
 mp-22956, K2PdCl4,N
 mp-22967, Fe2Li4Br8,N
 mp-2371, Ga4Te10,N
 mp-23752, Cs4Mg2H8,N
 mp-23956, K4Mg2H8,N
 mp-24148, La4Li2H2O6,N
 mp-24150, Li2Nd4H2O6,N
 mp-24517, Ca2Rb4H8,N
 mp-27138, K2PdBr4,N
 mp-27243, K2PtBr4,N
 mp-27294, Ca3AsBr3,N
 mp-27948, Bi6Ge3Te12,N
 mp-28069, Ca3AsCl3,N
 mp-28302, Cd3K12P6,N
 mp-28483, W3Br18,N
 mp-28591, Hg3Na12P6,N
 mp-28599, Na8Br4O2,N
 mp-29009, Li4Mg2Br8,N
 mp-29342, Ca3Cl3P,N
 mp-29484, Hg3K12As6,N
 mp-29584, Be3K12As6,N
 mp-29585, Cd3K12As6,N
 mp-29889, PdTl2Cl4,N
 mp-30315, Ca3BN3,N
 mp-31212, K4Mg2F8,N
 mp-3359, Ba4Sn2O8,N
 mp-3808, K4U2O8,N
 mp-38605, Bi6Sn3Te12,N
 mp-546864, Y2CN2O2,N
 mp-5532, Sr4Ti2O8,N
 mp-567655, Sr4C2Cl4N4,N
 mp-570097, Li12Sr3P6,N
 mp-571461, K12Zn3As6,N
 mp-643257, K4Pd2H8,N
 mp-643260, Na4Pd2H8,N
 mp-6574, Er2CN2O2,N
 mp-675543, Bi6Pb3Se12,N
 mp-676250, Bi6Pb3Te12,N
 mp-697096, Na4Pt2H8,N
 mp-753192, Yb8O2Sb4,N
 mp-754363, Ba4Hf2O8,N
 mp-7604, Mg3F3N,N
 mp-760417, Rb8I4O2,N
 mp-768368, K8I4O2,N
 mp-7726, Rb4U2O8,N
 mp-7863, Rb6Sn6O9,N
 mp-8753, Hg3K12P6,N
 mp-8789, Ca8As4O2,N
 mp-8861, Mg2Rb4F8,N
 mp-9479, Al6Mg3Se12,N
 mp-9497, Pr2CN2O2,N
 mp-9498, Nd2CN2O2,N
 mp-9499, Sm2CN2O2,N
 mp-9583, K4Zn2F8,N
 mp-9799, Yb8As4O2,N
 mp-9872, Be3K12P6,N
 mp-29216, Cs8Pt4Cl16,N
 mp-30314, Cs8Pd4Cl16,N
 mp-10492, Rb8F24Si4,N
 mp-11694, Cs8Pd12Se16,N
 mp-11695, Pd12Rb8S16,N
 mp-13275, Na3Sr3P3,N
 mp-13978, Rb2ThF6,N
 mp-13992, Cs8Pt12S16,N
 mp-14088, Pd4Rb8F24,N
 mp-14193, K2ThF6,N
 mp-14336, Cs8Ni12Se16,N
 mp-14338, Cs8Pt12Se16,N
 mp-20015, PbAs2O6,N
 mp-20727, PbO6Sb2,N
 mp-23059, Rb8Sn4Cl24,N
 mp-23060, Cs8Pt4I24,N
 mp-23067, K8Pd4Cl24,N
 mp-23350, Pt4Rb8Cl24,N
 mp-23405, Cs8Br24Te4,N
 mp-23406, Cs8Pt4Cl24,N
 mp-23425, Cs8Pb4Cl24,N
 mp-23465, Cs8Cl24Te4,N
 mp-23804, Fe4Mg8H24,N
 mp-24292, Ru4Sr8H24,N
 mp-27194, Sn6I12,N
 mp-27501, Cs2ThCl6,N
 mp-27562, Na4Pd6O8,N
 mp-27827, Rb8Ti4Cl24,N
 mp-27828, Cs8Ti4Cl24,N
 mp-27829, Rb8Cl24Se4,N
 mp-27830, Cs8Cl24Se4,N
 mp-27831, Rb8Zr4Cl24,N
 mp-27834, Pt4Tl8Cl24,N
 mp-27882, Cs8Cl24Ge4,N
 mp-28145, Pd4Rb8Cl24,N
 mp-28698, Ir2Na8O8,N
 mp-29398, Cs8Hf4I24,N
 mp-30062, Cs8Pt4Br24,N
 mp-30291, Tb8N4Se6,N
 mp-3042, K8F24Si4,N
 mp-3810, HgAs2O6,N
 mp-3821, K2PtF6,N
 mp-4002, Li2ZrF6,N
 mp-4030, Pt12Rb8S16,N
 mp-4047, Cs8F24Si4,N
 mp-4555, CaAs2O6,N
 mp-5033, Tl8F24Si4,N
 mp-504729, Cs8Pd4F24,N
 mp-510268, Cs8Pd12S16,N
 mp-540957, Cs8I24Te4,N
 mp-567296, Cd3I6,N
 mp-567680, Ba3Cl6,N
 mp-568536, Ba3I6,N
 mp-570324, Rb4Br12Te2,N
 mp-608555, Cs8Sn4Cl24,N
 mp-638729, Cs8Zr4Cl24,N
 mp-640058, Pb9I18,N
 mp-641923, Cs8Sn4Br24,N
 mp-643101, Pt4Rb8H24,N
 mp-643243, Cs8Pt4H24,N
 mp-643279, K8Pt4H24,N
 mp-643370, Ba2MgH6,N
 mp-690785, Na8Pt4H24,N
 mp-697038, Ba8Ru4H24,N
 mp-697044, Ba8Os4H24,N
 mp-7128, CdAs2O6,N
 mp-754065, HgO6Sb2,N
 mp-754118, SrAs2O6,N
 mp-754212, BaSr2I6,N
 mp-754517, Ca2SrI6,N
 mp-754710, CaSr2I6,N
 mp-757074, BaCa2I6,N
 mp-760418, Ba2SrI6,N
 mp-8217, Cs8F24Ge4,N
 mp-867133, Ba2Sc2O5,N
 mp-8812, Rb8F24Ge4,N
 mp-8922, CdO6Sb2,N
 mp-9125, CaO6Sb2,N
 mp-9126, SrO6Sb2,N
 mp-9127, BaO6Sb2,N
 mp-9262, Cs8Pt4F24,N
 mp-9523, Rb2Th4Se12,N
 mp-9732, Ba3Na3P3,N
 mp-9775, Na3Sr3As3,N
 mp-1025441, Al2Ta4C2,N
 mp-1025517, In2Ti4N2,N
 mp-1078712, Hf4Tl2C2,N
 mp-1078811, Nb4C2Ge2,N
 mp-1079076, Hf4Pb2C2,N
 mp-1079546, Ga2Nb4C2,N
 mp-1079635, Ga2Mo4C2,N
 mp-1080835, Ga2V4C2,N
 mp-1084767, In2Zr4N2,N
 mp-1092281, Ti4Tl2C2,N
 mp-1208952, Sc2Ta2N4,N
 mp-12990, Al2Ti4C2,N
 mp-19821, Cr4C2Ge2,N
 mp-19835, In2Nb4C2,N
 mp-3886, Al2Zr4C2,N
 mp-5137, Zr4P2Sb2,N
 mp-5443, Nb4Sn2C2,N
 mp-567220, Hf4P2Sb2,N
 mp-868117, Co2Na2O4,N
 mp-971634, Na2Ni2O4,N
 mp-1025497, Al2V4C2,N
 mp-1025550, Ga2Ti4N2,N
 mp-20197, Cr4Ga2C2,N
 mp-20315, In2Ti4C2,N
 mp-22156, Hf4In2C2,N
 mp-28553, Ca4I2N2,N
 mp-5025, Zr4C2S2,N
 mp-996162, Al2Nb4C2,N
 mp-1079992, Pb2Zr4C2,N
 mp-20004, In2Zr4C2,N
 mp-20661, Pb2Ti4C2,N
 mp-4893, Hf4Sn2C2,N
 mp-4978, Al2Ti4N2,N
 mp-4613, Sn2Zr4C2,N
 mp-27725, Au4I4,N
 mp-569095, Bi2Rb6,N
 mp-7898, Rb6As2,N
 mp-997099, Au2Pd2O4,N
 mp-30871, Sn2Ta6,N
 mp-10046, V4As2C2,N
 mp-10208, Mo2Ni2P4,N
 mp-1025427, Ga2Ta4C2,N
 mp-1025496, Li2Nb2Se4,N
 mp-1025524, Tl2Zr4C2,N
 mp-1025557, Co2Mo2P4,N
 mp-1079399, Fe2V6,N
 mp-1079796, Pd2Ti6,N
 mp-1086669, Ni2W2P4,N
 mp-11021, Au2Ga2O4,N
 mp-1120780, Au4Cl4,N
 mp-11263, Au2Zr6,N
 mp-1206881, Li2Ta2S4,N
 mp-1213747, Cr6As2,N
 mp-1231, Cr6Ga2,N
 mp-1275, Mo6Si2,N
 mp-1458, Ir2Nb6,N
 mp-1545, Nb6Rh2,N
 mp-1555, V6Sb2,N
 mp-1578, Rh2V6,N
 mp-1585, Co2V6,N
 mp-1609, Cr6Ir2,N
 mp-1664, Pd2V6,N
 mp-1786, Au2Ti6,N
 mp-1932, Nb6Os2,N
 mp-19723, Au2In2O4,N
 mp-2006, Ir2V6,N
 mp-20685, Cr6Ge2,N
 mp-21342, Sn2V6,N
 mp-2211, Pt2V6,N
 mp-2339, Pt2Ti6,N
 mp-2354, Hg2Ti6,N
 mp-2377, Ga2Mo6,N
 mp-24659, U2H6,N
 mp-259, Al2Mo6,N
 mp-2663, Nb6Pt2,N
 mp-292, V6As2,N
 mp-30876, Sn2Zr6,N
 mp-3732, Ti4C2S2,N
 mp-3871, Sn2Ti4C2,N
 mp-416, Cr6Os2,N
 mp-494, Mo6Ge2,N
 mp-5244, Ti4P2Sb2,N
 mp-541, Ta6Sb2,N
 mp-7226, Ni2V6,N
 mp-7955, Li6Sb2,N
 mp-8044, V4C2P2,N
 mp-9956, Al2Cr4C2,N
 mp-9957, V4C2Ge2,N
 mp-9958, Ti4C2Ge2,N
 mp-9961, Cd2Ti4C2,N
 mp-997008, Au2Tl2O4,N
 mp-997010, Ag2Tl2O4,N
 mp-997095, Au2Ni2O4,N
 mp-997158, Au2Co2O4,N
 mp-9987, Nb4C2P2,N
 mp-9989, Nb4As2C2,N
 mp-12537, Ga2Ti4C2,N
 mp-13137, Hf4C2S2,N
 mp-1630, Hg2Zr6,N
 mp-19178, Ag2Co2O4,N
 mp-20329, Ag2In2O4,N
 mp-2053, Nb6Sb2,N
 mp-20983, In2V4C2,N
 mp-2294, Al6Ir2,N
 mp-549158, Cu2In2O4,N
 mp-729, Cr6Si2,N
 mp-772910, Bi12I4O16,N
 mp-10009, Ga4Te4,N
 mp-10163, Al4Na4Te8,N
 mp-10165, Al4K4Te8,N
 mp-10166, Al4Na4Se8,N
 mp-10322, Ba2Hf2N4,N
 mp-10971, Er4Li4O8,N
 mp-11019, Cu2Ga2O4,N
 mp-11020, Ag2Ga2O4,N
 mp-11022, Ag2Sc2O4,N
 mp-11023, Au2Sc2O4,N
 mp-12509, Y6Zn6O6P6,N
 mp-13206, Pr6Zn6O6P6,N
 mp-13312, Sc2Tl2S4,N
 mp-13610, Pb3Zn3F18,N
 mp-13903, Sn3Zn3F18,N
 mp-13907, Cd3Sn3F18,N
 mp-13983, Pd3Zn3F18,N
 mp-13984, Cd3Pd3F18,N
 mp-14205, Cu9K9As6,N
 mp-14206, Ag9K9As6,N
 mp-15668, Na4Se4,N
 mp-15684, Cu4K8As4,N
 mp-15685, Cu4Na8As4,N
 mp-16613, Al2Au2O4,N
 mp-16742, Ag2Ba2F2Te2,N
 mp-16764, Rb2Y2Te4,N
 mp-1943, Ga4Se4,N
 mp-19734, Mg3Pb3F18,N
 mp-19795, In4S4,N
 mp-19851, In4K4Te8,N
 mp-20042, In2Tl2S4,N
 mp-20485, In4Se4,N
 mp-2068, Rh6F18,N
 mp-2072, K4Te4,N
 mp-21228, Cu2Sr2F2Se2,N
 mp-22255, In4Rb4Te8,N
 mp-2231, Sn4S4,N
 mp-2242, Ge4S4,N
 mp-22483, In4Na4Te8,N
 mp-22896, La2Cl6,N
 mp-23183, Nd2Cl6,N
 mp-23211, Pr2Cl6,N
 mp-23218, As6I18,N
 mp-23221, Pr2Br6,N
 mp-23263, La2Br6,N
 mp-23293, Tb4Cl12,N
 mp-23364, Cs2Li2Cl4,N
 mp-23846, K4F8H4,N
 mp-23933, Al6H18,N
 mp-2400, Na4S4,N
 mp-2437, Ir6F18,N
 mp-24428, K2H4N2,N
 mp-24668, Cs4F8H4,N
 mp-2507, Ga4S4,N
 mp-2552, O18Te6,N
 mp-2672, K8O8,N
 mp-27315, Ca4Ti4F24,N
 mp-27397, Ir4Br12,N
 mp-27419, Bi3Li3F18,N
 mp-27420, Bi3Na3F18,N
 mp-27549, Ag4Bi4K8,N
 mp-27666, Ir4Cl12,N
 mp-27770, Rh4Cl12,N
 mp-27801, Ag4Tl4I8,N
 mp-27871, Rh4Br12,N
 mp-27975, Nd4Br12,N
 mp-27976, Sm4Br12,N
 mp-27979, La4I12,N
 mp-27999, Cu3K15Sb6,N
 mp-28044, Tm6Cl18,N
 mp-28243, Li4Rb4Cl8,N
 mp-28448, Dy4Cl12,N
 mp-28994, K2Li4As2,N
 mp-29025, Li10Br4N2,N
 mp-29027, Ta4I8O4,N
 mp-29138, Au2K2Se4,N
 mp-29151, Li15Cl6N3,N
 mp-2918, Cu2Y2O4,N
 mp-29764, Rb4F8H4,N
 mp-30250, Ag2Y2O4,N
 mp-3098, Al2Cu2O4,N
 mp-3104, Ba2Zr2N4,N
 mp-32750, Cu12I12,N
 mp-33322, Ho4Li4Se8,N
 mp-33363, Li4Y4S8,N
 mp-33526, Bi4Li4S8,N
 mp-33667, Dy4Li4S8,N
 mp-34477, Li4Sm4S8,N
 mp-35015, Bi4Na4Se8,N
 mp-35205, Er4Li4Se8,N
 mp-35388, Li4Sm4Se8,N
 mp-35591, Er4Li4S8,N
 mp-35717, Dy4Li4Se8,N
 mp-36234, Na4Tl4O8,N
 mp-3642, Cu2Sc2O4,N
 mp-36791, Li4Nd4S8,N
 mp-37216, Cd3Pb3F18,N
 mp-3744, Na2Nb2O4,N
 mp-37605, Li4Nd4Se8,N
 mp-37879, Li4Y4Se8,N
 mp-38695, Li4Tb4Se8,N
 mp-3924, Li2Nb2O4,N
 mp-3980, Li3F18Sb3,N
 mp-468, Al6F18,N
 mp-4887, Ba2Ce2N4,N
 mp-505366, Au4Br4,N
 mp-510557, Cs4N12,N
 mp-541044, Cs2Y2O4,N
 mp-542772, Ag4Cs4Cl8,N
 mp-545529, Bi2NdClO4,N
 mp-545728, Bi2PrIO4,N
 mp-545847, Bi2LuBrO4,N
 mp-546011, Y2Zn2As2O2,N
 mp-546082, Bi2TmClO4,N
 mp-546152, Bi2SmClO4,N
 mp-546266, Bi2DyIO4,N
 mp-546350, Bi2TmBrO4,N
 mp-546621, Bi2ErBrO4,N
 mp-546625, Bi2HoBrO4,N
 mp-546672, Bi2LaIO4,N
 mp-547125, Bi2TbClO4,N
 mp-5488, In4Li4O8,N
 mp-549127, Bi2HoClO4,N
 mp-549333, Bi2NdIO4,N
 mp-549475, Bi2TbBrO4,N
 mp-549589, La2Zn2As2O2,N
 mp-549709, Bi2ErClO4,N
 mp-549728, Dy6Zn6O6P6,N
 mp-550111, Bi2SmBrO4,N
 mp-550635, Bi2LuIO4,N
 mp-550805, Bi2LuClO4,N
 mp-550820, Sm6Zn6O6P6,N
 mp-551101, Bi2HoIO4,N
 mp-551250, Bi2ErIO4,N
 mp-551816, Bi2YIO4,N
 mp-551900, Bi2PrBrO4,N
 mp-552008, Bi2DyClO4,N
 mp-552292, Bi2SmIO4,N
 mp-552488, Cu2La2O2Se2,N
 mp-552604, Bi2YClO4,N
 mp-552738, Bi2TmIO4,N
 mp-552857, Bi2TbIO4,N
 mp-552992, Bi2DyBrO4,N
 mp-553082, Bi2PrClO4,N
 mp-553242, Bi2NdBrO4,N
 mp-553243, Bi2YBrO4,N
 mp-553308, Cs2Nd2O4,N
 mp-553310, Cs4Cu4O8,N
 mp-568170, Tb2Cl6,N
 mp-568388, Bi8I8,N
 mp-569766, I8Te8,N
 mp-571442, Y6I18,N
 mp-5840, Li4Sc4O8,N
 mp-5858, Cd3Pt3F18,N
 mp-588, Ga6F18,N
 mp-623024, Cd3Ti3F18,N
 mp-630528, In4S4,N
 mp-642807, Tb6Br6H12,N
 mp-643364, Pb4Cl4H4O4,N
 mp-675199, Na4Pr4S8,N
 mp-675230, La4Na4S8,N
 mp-676360, Na4Nd4S8,N
 mp-691, Sn4Se4,N
 mp-6949, In6F18,N
 mp-6964, Na4Tb4O8,N
 mp-696944, La2Br4H2,N
 mp-697144, Rb2H4N2,N
 mp-700, Ge4Se4,N
 mp-7060, La2Zn2O2P2,N
 mp-7061, Nd2Zn2As2O2,N
 mp-736, Li6P2,N
 mp-7392, Ag4Na8Sb4,N
 mp-743, Rb4N12,N
 mp-7439, Cu9K9P6,N
 mp-7467, Cu4Rb4O8,N
 mp-7472, Au4Rb4O8,N
 mp-752910, Bi2Na6O8,N
 mp-752927, Ag2Li2F4,N
 mp-753315, Mg6Zn2O8,N
 mp-753799, Cs2Tm2O4,N
 mp-754027, Na4Sm4O8,N
 mp-754043, Lu4Na4O8,N
 mp-754055, Cs2Er2O4,N
 mp-754110, Ag2Sm2O4,N
 mp-754138, Cs2Dy2O4,N
 mp-754154, Cs2Ho2O4,N
 mp-754334, Na4Tm4O8,N
 mp-754535, Ag2La2O4,N
 mp-754605, Li4Lu4O8,N
 mp-755141, Ho4Na4O8,N
 mp-755287, Ca6Cd2O8,N
 mp-755586, La4Na4O8,N
 mp-755883, Dy4Na4O8,N
 mp-757, Li6As2,N
 mp-7589, Mg8F4N4,N
 mp-7639, Cu4Na8P4,N
 mp-7642, Ag4K8As4,N
 mp-7643, Ag4K8Sb4,N
 mp-7650, Rb2Sc2O4,N
 mp-768864, K2Nd2O4,N
 mp-7773, Au4Na8As4,N
 mp-7774, Au4Na8Sb4,N
 mp-7808, Ba4P12,N
 mp-7921, Mg3Pd3F18,N
 mp-7922, Ca3Pd3F18,N
 mp-7936, Li2Nb2S4,N
 mp-7937, Na2Nb2S4,N
 mp-7938, K2Nb2S4,N
 mp-7939, Na2Nb2Se4,N
 mp-7940, K2Nb2Se4,N
 mp-7977, Cs2Sm2O4,N
 mp-8128, Na4Nd4O8,N
 mp-8255, Ca3Pt3F18,N
 mp-8256, Pt3Zn3F18,N
 mp-827, K4N12,N
 mp-8360, Rb4Te4,N
 mp-841, Li4O4,N
 mp-8411, Ag4Na8As4,N
 mp-8446, Cu4K8P4,N
 mp-8470, Na4Pr4O8,N
 mp-864954, Mg2Mo2N4,N
 mp-867335, Au4K8Sb4,N
 mp-9037, Cs2Pr2S4,N
 mp-9143, Li3F18P3,N
 mp-9144, Li3As3F18,N
 mp-9194, Cu2Sm2O2Se2,N
 mp-9273, Au9K9Sb6,N
 mp-9274, Au9Rb9Sb6,N
 mp-9304, Cu2Dy2O2Se2,N
 mp-9486, AlK2F5,N
 mp-9517, Sr2Ti2N4,N
 mp-9518, Nd6Zn6O6P6,N
 mp-9579, Al4Tl4Se8,N
 mp-9580, Ga4Tl4Se8,N
 mp-9631, Ag2Al2O4,N
 mp-9687, Au4K8P4,N
 mp-972199, Cs2Tb2S4,N
 mp-9778, Ag4K8P4,N
 mp-978844, Ca3SrO4,N
 mp-983603, Er2Zn2As2O2,N
 mp-984555, Cs2Dy2S4,N
 mp-984729, BaSr3O4,N
 mp-9921, Zr2S6,N
 mp-9922, Hf2S6,N
 mp-10776, K2SnAs2S6,N
 mp-12803, Ba2Er4F16,N
 mp-13541, Mg2Sr4B4O12,N
 mp-20352, Ba6In4O12,N
 mp-4412, La8O8Se6,N
 mp-549737, Ba4Ca2B4O12,N
 mp-550117, Sm8O8Se6,N
 mp-553278, Nd8O8Se6,N
 mp-6026, Mg3Na6C6O18,N
 mp-6494, Ca3K6C6O18,N
 mp-760400, Bi2Na10O10,N
 mp-768240, Ba2Y4F16,N
 mp-7693, Ba2Tm4F16,N
 mp-8127, K6Mg3C6O18,N
 mp-9259, Ba6Mg3B6O18,N
 mp-1095643, Cr8Nb4,N
 mp-1095650, Cs4Na8,N
 mp-11270, Be8Mn4,N
 mp-11282, Be8W4,N
 mp-11499, Mg8Y4,N
 mp-1589, Cr8Ti4,N
 mp-1949, Mn8Ti4,N
 mp-20868, Fe8W4,N
 mp-2572, Mg8Sr4,N
 mp-30577, Cs4K8,N
 mp-567612, Os8Sc4,N
 mp-568186, Ru8Y4,N
 mp-568630, Lu4Ru8,N
 mp-569624, Cr8Hf4,N
 mp-570670, Os8Y4,N
 mp-570684, Os8Zr4,N
 mp-570786, K4Na8,N
 mp-1124, Mg4Zn8,N
 mp-11275, Be8Re4,N
 mp-11281, Be8V4,N
 mp-11449, Hf4Mn8,N
 mp-21170, K4Pb8,N
 mp-2432, Ca4Mg8,N
 mp-30438, Be8Cr4,N
 mp-1935, Ba4Mg8,N
 mp-2225, Be8Fe4,N
 mp-1078, Ca4Cd8,N
 mp-1103315, Be8Ru4,N
 mp-1103373, K4Sn8,N
 mp-12657, Al8Hf4,N
 mp-1689, Hf4Re8,N
 mp-2772, Al8Zr4,N
 mp-1102354, Tc8Th4,N
 mp-1095440, Cd4S8,N
 mp-1102743, Zn4S8,N
 mp-1103590, Mg4Se8,N
 mp-11557, Re8Sc4,N
 mp-11820, Ba4Na8,N
 mp-12109, Re8Zr4,N
 mp-12735, Ag8K4,N
 mp-13503, Sc4Zn8,N
 mp-1356, Pd4Sb8,N
 mp-1848, Ru4Te8,N
 mp-1922, Ru4Se8,N
 mp-20465, Pd4As8,N
 mp-2070, Co4S8,N
 mp-20901, Ni4Se8,N
 mp-20905, Os4S8,N
 mp-21065, P8Si4,N
 mp-2142, Os4Te8,N
 mp-21873, Ni4As8,N
 mp-21893, Mn4Te8,N
 mp-22309, Co4Se8,N
 mp-22555, Rh4S8,N
 mp-22619, Ni4P8,N
 mp-2280, Cu4Se8,N
 mp-22864, Bi8Pt4,N
 mp-2480, Os4Se8,N
 mp-2513, Pt4As8,N
 mp-562, Pt4Sb8,N
 mp-570466, Ca4Li8,N
 mp-570963, Cr8Ta4,N
 mp-738, Au4Sb8,N
 mp-754, Rh4Te8,N
 mp-1677, Be8Mo4,N
 mp-10155, Ir4P8,N
 mp-10336, Ba4Cu4Y4Te12,N
 mp-10337, Ag4Ba4Y4Te12,N
 mp-10547, Au8Rb8O8,N
 mp-10985, Cu12Rb4S8,N
 mp-11116, Cd4Cs4Y4Se12,N
 mp-11118, Cd4Cs4Pr4Se12,N
 mp-11121, Cd4Cs4Tb4Se12,N
 mp-11122, Cd4Cs4Dy4Se12,N
 mp-11123, Cs4Hg4Y4Se12,N
 mp-1146, Th4S8,N
 mp-12263, Au4Li4F16,N
 mp-12341, Cs4Pr4Zn4Te12,N
 mp-12342, Cs4Nd4Zn4Te12,N
 mp-12343, Cs4Sm4Zn4Te12,N
 mp-12418, Ca4Sr4Ge4,N
 mp-1247, Ir4Sb8,N
 mp-12487, Cd4Cs4Dy4Te12,N
 mp-12488, Cd4Cs4Er4Te12,N
 mp-12490, Cd4Cs4Ho4Te12,N
 mp-12491, Cd4Cs4La4Te12,N
 mp-12492, Cd4Cs4Lu4Te12,N
 mp-12494, Cd4Cs4Pr4Te12,N
 mp-12495, Cd4Cs4Tb4Te12,N
 mp-12496, Cd4Cs4Tm4Te12,N
 mp-12497, Cd4Cs4Sm4Te12,N
 mp-12622, Pd4Sr4F16,N
 mp-12623, Ba4Pd4F16,N
 mp-12630, Mg4O16Se4,N
 mp-12929, Sm4As4O16,N
 mp-12944, Ho4As4O16,N
 mp-13133, K8Ti4O12,N
 mp-13189, Cu4Lu4Sr4S12,N
 mp-13530, Sm4As4O16,N
 mp-13568, Nd4S8,N
 mp-13676, Tl4O16P4,N
 mp-14285, Co4P8,N
 mp-14333, Al4Ta4O16,N
 mp-14796, K6Pt12Se18,N
 mp-14797, Pt12Rb6Se18,N
 mp-14969, Ba4Cu4Er4S12,N
 mp-15567, Au6Na18S12,N
 mp-15571, Au6K18Se12,N
 mp-15649, Ir4As8,N
 mp-15895, Cu8S12Si4,N
 mp-15999, Au4Li12S8,N
 mp-160, B36,N
 mp-16060, Ag4Au4F16,N
 mp-16264, Ca4Li4Sb4,N
 mp-1863, As12Si12,N
